Target,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp31,Sp32,Sp33,Sp34,Sp35,Sp36,Sp37,Sp38,Sp39,Sp41,Sp42,Sp43,Sp44,Sp45,Sp46,Sp47,Sp48,Sp49
NN,0.4918,0.4727,0.3494,0.2565,0.4918,0.4364,0.3684,0.2969,0.4918,0.4647,0.2527,0.2579,0.4754,0.4159,0.2174,0.2479,0.3929,0.3884,0.1567,0.1479,0.3215,0.3495,0.1778,0.2081,0.3607,0.3334,0.2184,0.1917,0.3929,0.3132,0.2316,0.2422,0.3149,0.3367,0.2632,0.2735
NN,0.4918,0.4364,0.3494,0.2565,0.4918,0.4364,0.2527,0.2579,0.4262,0.4344,0.2106,0.2266,0.3607,0.3763,0.174,0.2137,0.3215,0.3495,0.1206,0.1131,0.3215,0.3495,0.2556,0.2401,0.3607,0.304,0.2184,0.2167,0.3215,0.3435,0.2632,0.2735,0.3889,0.3367,0.2316,0.2188
NN,0.4918,0.4364,0.2169,0.2137,0.4262,0.4091,0.2106,0.2266,0.4262,0.4344,0.2527,0.2266,0.2951,0.3367,0.1414,0.1796,0.3215,0.3495,0.2049,0.1479,0.3929,0.3884,0.2556,0.2081,0.2951,0.3334,0.2529,0.25,0.3929,0.3435,0.2316,0.2188,0.3889,0.3367,0.1895,0.1876
NN,0.3607,0.3728,0.2169,0.1796,0.3607,0.3728,0.2527,0.2266,0.4262,0.4344,0.2527,0.2579,0.3607,0.3763,0.174,0.1796,0.4464,0.466,0.241,0.1827,0.4464,0.4272,0.2556,0.2401,0.2951,0.304,0.138,0.1584,0.3215,0.3738,0.2316,0.2188,0.3889,0.4357,0.2632,0.2735
NN,0.7377,0.7,0.6265,0.4445,0.6721,0.6272,0.5684,0.3828,0.6721,0.6767,0.5684,0.4063,0.6885,0.693,0.5217,0.3505,0.6785,0.6213,0.494,0.287,0.75,0.6213,0.5222,0.4,0.6065,0.6176,0.4598,0.3834,0.6607,0.6363,0.5368,0.3672,0.7407,0.6237,0.5368,0.3985
NN,0.6721,0.6272,0.5783,0.3505,0.6721,0.6272,0.5684,0.4063,0.6721,0.6767,0.5263,0.4063,0.6229,0.6138,0.4783,0.3505,0.75,0.6213,0.494,0.3218,0.75,0.6213,0.5667,0.4,0.6065,0.6176,0.5517,0.35,0.7321,0.6363,0.5368,0.3985,0.6666,0.5841,0.4526,0.3672
NN,0.6721,0.6272,0.5301,0.3761,0.6721,0.5818,0.4421,0.3828,0.6065,0.5454,0.4842,0.3516,0.6885,0.6138,0.5217,0.3846,0.6785,0.6602,0.4458,0.287,0.6785,0.6602,0.4778,0.368,0.6065,0.5784,0.4598,0.35,0.6607,0.6363,0.4526,0.3672,0.6666,0.5841,0.4947,0.3985
NN,0.6721,0.5818,0.4337,0.3505,0.6065,0.5091,0.4842,0.3516,0.3607,0.2728,0.6105,0.5781,0.6229,0.6534,0.4348,0.3505,0.6785,0.6602,0.4458,0.287,0.5357,0.4854,0.4778,0.4,0.6065,0.6176,0.4598,0.35,0.6607,0.5959,0.4947,0.3985,0.6666,0.5841,0.4526,0.3672
NN,0.8032,0.7818,0.6747,0.4701,0.8032,0.7818,0.6526,0.4688,0.7377,0.7575,0.5684,0.4375,0.6885,0.693,0.5217,0.4188,0.6785,0.6602,0.5422,0.287,0.6785,0.5534,0.4,0.312,0.6065,0.5784,0.4598,0.325,0.6607,0.5555,0.3684,0.2813,0.5185,0.4951,0.3369,0.2813
NN,0.8032,0.7818,0.6747,0.4445,0.7377,0.7,0.5684,0.4375,0.6065,0.6767,0.4421,0.4063,0.6229,0.6534,0.5217,0.3505,0.6785,0.5534,0.3615,0.2261,0.5357,0.4466,0.3223,0.28,0.6065,0.5392,0.3678,0.2584,0.5179,0.505,0.3369,0.2813,0.5185,0.4159,0.2527,0.2266
NN,0.7377,0.7,0.5783,0.4103,0.6065,0.6272,0.4421,0.4063,0.541,0.6262,0.4842,0.3828,0.6229,0.5445,0.3587,0.2906,0.5357,0.4466,0.2772,0.1914,0.5357,0.4854,0.3556,0.312,0.4754,0.4902,0.3334,0.2584,0.5179,0.4243,0.2527,0.2266,0.3889,0.3763,0.2527,0.2266
NN,0.6065,0.6272,0.4337,0.3761,0.541,0.5818,0.4842,0.3828,0.541,0.5858,0.4421,0.3516,0.4918,0.4357,0.2827,0.2565,0.5357,0.4854,0.3133,0.2261,0.4643,0.4854,0.4,0.312,0.4754,0.4118,0.2414,0.2001,0.3929,0.3839,0.2527,0.2266,0.3334,0.3763,0.179,0.2032
NN,0.541,0.4727,0.3374,0.2479,0.4754,0.4727,0.3158,0.2657,0.3607,0.3839,0.2001,0.1798,0.4262,0.4753,0.2392,0.2565,0.4643,0.4175,0.1446,0.1305,0.3215,0.2913,0.0556,0.1041,0.2623,0.3334,0.115,0.1417,0.2143,0.3132,0.1369,0.1485,0.2778,0.2674,0.0632,0.1173
NN,0.3607,0.3637,0.1567,0.1283,0.2951,0.2637,0.1264,0.1485,0.246,0.2425,0.1685,0.1485,0.2951,0.2773,0.0218,0.0685,0.1965,0.2331,0.0242,0.0001,0.1965,0.2331,0.2445,0.2241,0.2623,0.2648,0.0346,0.0834,0.2143,0.2425,0.1053,0.1173,0.2778,0.2377,0.179,0.2032
NN,0.2951,0.2364,0.1206,0.0599,0.2951,0.2637,0.1264,0.1173,0.2951,0.2425,0.1264,0.1173,0.246,0.2179,0.1631,0.1625,0.2679,0.2622,0.1928,0.061,0.2679,0.2331,0.1334,0.1281,0.1968,0.2353,0.2414,0.2334,0.2143,0.2425,0.2106,0.2266,0.2038,0.2377,0.179,0.1485
NN,0.2951,0.2637,0.0724,0.0599,0.2951,0.2364,0.1264,0.1173,0.2951,0.2728,0.1685,0.1173,0.246,0.2476,0.2066,0.1283,0.2679,0.2331,0.0724,0.0262,0.2679,0.2622,0.1667,0.1281,0.1968,0.2353,0.1955,0.2001,0.2143,0.2425,0.179,0.1485,0.2778,0.2674,0.1369,0.1719
NN,0.2951,0.2364,0.0724,0.0599,0.2951,0.2637,0.1685,0.1173,0.246,0.2728,0.2422,0.1798,0.246,0.2179,0.0979,0.0941,0.2679,0.2622,0.1085,0.0262,0.2679,0.2331,0.1667,0.1601,0.1968,0.2353,0.161,0.1167,0.2858,0.2728,0.1369,0.1719,0.2038,0.2674,0.179,0.1485
NN,0.246,0.2637,0.2049,0.1283,0.2951,0.2637,0.2737,0.2032,0.2951,0.2021,0.2001,0.1485,0.246,0.2179,0.1305,0.1283,0.2679,0.2331,0.1928,0.1566,0.3215,0.2622,0.2445,0.2481,0.1968,0.2648,0.161,0.1167,0.2143,0.2021,0.2106,0.2032,0.2778,0.2674,0.2527,0.2579
NN,0.2951,0.2364,0.1206,0.0599,0.246,0.2364,0.1685,0.1485,0.2951,0.2728,0.2422,0.2032,0.2951,0.2179,0.1305,0.0941,0.3215,0.2622,0.0724,0.0262,0.3215,0.2913,0.1667,0.1601,0.2623,0.304,0.2414,0.2001,0.2858,0.2425,0.179,0.1719,0.2778,0.2674,0.2106,0.1485
NN,0.2951,0.2637,0.2049,0.1539,0.4099,0.3637,0.3158,0.2657,0.3607,0.4243,0.2422,0.2344,0.2951,0.2773,0.1305,0.1283,0.3215,0.3204,0.1928,0.1305,0.3929,0.3787,0.3223,0.28,0.2623,0.2648,0.1955,0.1167,0.2858,0.2728,0.2106,0.1719,0.2778,0.2674,0.2527,0.2266
NN,0.3607,0.3637,0.2049,0.1881,0.4099,0.4364,0.3158,0.2657,0.4754,0.505,0.3579,0.3203,0.3607,0.3664,0.2066,0.2223,0.3929,0.4175,0.229,0.1914,0.4643,0.4466,0.3223,0.28,0.2623,0.304,0.2414,0.2001,0.3929,0.3435,0.2527,0.2579,0.3889,0.307,0.2106,0.2579
NN,0.4754,0.4727,0.3374,0.2821,0.4754,0.4727,0.3579,0.2891,0.4754,0.4243,0.2422,0.2657,0.4262,0.4357,0.2827,0.2565,0.3929,0.3787,0.229,0.1566,0.3929,0.3495,0.2445,0.2241,0.3607,0.304,0.1955,0.2334,0.3393,0.3132,0.2106,0.2813,0.2038,0.2377,0.3369,0.4219
NN,0.3607,0.3637,0.1567,0.1539,0.4099,0.4364,0.2737,0.2657,0.4099,0.4243,0.2422,0.2344,0.2951,0.307,0.1305,0.1625,0.3215,0.3787,0.1928,0.1305,0.3929,0.4466,0.2778,0.28,0.2623,0.304,0.1955,0.2001,0.3929,0.3839,0.2527,0.2266,0.463,0.4159,0.2948,0.2579
NN,0.836,0.6545,0.5903,0.4188,0.6885,0.6545,0.5368,0.3594,0.6229,0.6262,0.4947,0.3594,0.6721,0.5841,0.3913,0.3334,0.6607,0.631,0.4458,0.3305,0.6607,0.631,0.5667,0.376,0.5738,0.5882,0.5172,0.35,0.6964,0.606,0.4632,0.3906,0.7037,0.594,0.5053,0.3906
NN,0.6885,0.5818,0.494,0.359,0.6885,0.5818,0.5368,0.3906,0.6229,0.6666,0.4526,0.3594,0.6721,0.6237,0.5217,0.3932,0.6607,0.5922,0.4458,0.2957,0.6607,0.631,0.4778,0.376,0.7049,0.6372,0.5172,0.35,0.625,0.5656,0.4211,0.336,0.6296,0.5544,0.4211,0.336
NN,0.6229,0.6182,0.4458,0.3248,0.6229,0.6182,0.4526,0.3594,0.4918,0.4849,0.4526,0.3906,0.6065,0.6237,0.4348,0.359,0.6607,0.5922,0.494,0.3305,0.6607,0.5922,0.4778,0.376,0.5738,0.549,0.4253,0.3167,0.625,0.5656,0.4211,0.3672,0.7037,0.594,0.4632,0.3672
NN,0.1804,0.1637,0.6506,0.6154,0.4262,0.3909,0.5368,0.4219,0.6229,0.6666,0.4947,0.3594,0.4754,0.4951,0.4783,0.3932,0.6607,0.631,0.494,0.2957,0.7321,0.7281,0.6111,0.376,0.4426,0.4706,0.3334,0.2251,0.4821,0.5252,0.4211,0.3047,0.6296,0.5544,0.4632,0.3672
NN,0.836,0.6909,0.5903,0.3932,0.6885,0.6545,0.5368,0.4219,0.6229,0.6666,0.5368,0.3594,0.6721,0.6237,0.5217,0.359,0.6607,0.5922,0.4458,0.2696,0.6607,0.5534,0.3889,0.288,0.5738,0.5098,0.4253,0.2584,0.5536,0.4849,0.2948,0.2813,0.5555,0.5148,0.2948,0.2813
NN,0.6229,0.6182,0.5422,0.3248,0.6229,0.5182,0.379,0.3047,0.4918,0.4445,0.3053,0.2735,0.6065,0.5445,0.3479,0.265,0.5179,0.5049,0.3133,0.2001,0.5179,0.4272,0.2667,0.2321,0.5082,0.5098,0.2874,0.2584,0.5536,0.5252,0.4211,0.2813,0.5555,0.5148,0.4632,0.2813
NN,0.4262,0.4546,0.229,0.2308,0.4262,0.3909,0.1895,0.2188,0.2951,0.2829,0.0527,0.1016,0.2623,0.3367,0.1088,0.1454,0.2143,0.3204,0.0844,0.0523,0.2858,0.2816,0.0668,0.1201,0.1968,0.255,0.0805,0.0668,0.2858,0.3031,0.1474,0.1641,0.3334,0.2971,0.179,0.1954
NN,0.4262,0.3909,0.1446,0.171,0.2951,0.2728,0.0527,0.1016,0.1804,0.2223,0.0843,0.1016,0.1968,0.307,0.1088,0.1197,0.2858,0.2816,0.0001,0.0175,0.2143,0.2525,0.1112,0.1201,0.2623,0.2942,0.1265,0.1334,0.3393,0.3031,0.179,0.1954,0.3334,0.2971,0.2211,0.2188
NN,0.1804,0.2182,0.0242,0.0428,0.1804,0.2182,0.2316,0.2188,0.246,0.2223,0.1895,0.1876,0.1968,0.2377,0.0762,0.0856,0.2858,0.2525,0.1326,0.1131,0.2143,0.2525,0.2667,0.264,0.3115,0.2942,0.207,0.1917,0.2858,0.3031,0.2948,0.2813,0.2038,0.2278,0.2948,0.2813
NN,0.246,0.2455,0.1928,0.1026,0.246,0.2182,0.1264,0.1251,0.246,0.2526,0.158,0.1251,0.1968,0.2377,0.1848,0.2052,0.2143,0.2525,0.1326,0.0523,0.2858,0.2816,0.1445,0.1761,0.1968,0.1961,0.2414,0.1917,0.2143,0.2324,0.2211,0.1641,0.2038,0.1981,0.2211,0.1641
NN,0.246,0.2182,0.0724,0.0685,0.246,0.2455,0.158,0.1251,0.246,0.2223,0.158,0.1563,0.1968,0.2377,0.1522,0.1197,0.2858,0.2816,0.0844,0.0783,0.2143,0.2816,0.189,0.1521,0.1968,0.2255,0.207,0.1334,0.2143,0.2021,0.2211,0.1641,0.2038,0.2278,0.2211,0.1641
NN,0.246,0.2182,0.1085,0.1026,0.246,0.2182,0.2316,0.2422,0.2951,0.2526,0.2316,0.2422,0.1968,0.2674,0.1522,0.1197,0.2143,0.2136,0.1687,0.1131,0.2858,0.2816,0.2667,0.264,0.1968,0.2255,0.207,0.1334,0.2143,0.2324,0.2211,0.1641,0.2778,0.2575,0.2527,0.25
NN,0.246,0.2182,0.1928,0.1966,0.2951,0.2455,0.2316,0.2422,0.2951,0.2223,0.158,0.1251,0.1968,0.1981,0.1848,0.1796,0.2858,0.2816,0.2169,0.174,0.2858,0.3204,0.2667,0.2321,0.1968,0.2255,0.207,0.1334,0.2858,0.2627,0.2527,0.25,0.2778,0.2575,0.2948,0.2813
NN,0.2951,0.2455,0.0724,0.0685,0.2951,0.2728,0.158,0.1563,0.2951,0.3132,0.2316,0.2188,0.2623,0.2377,0.1522,0.1454,0.2858,0.2816,0.1687,0.0523,0.2858,0.2816,0.2223,0.1761,0.2623,0.255,0.161,0.1667,0.2143,0.2021,0.1474,0.1641,0.2778,0.2575,0.179,0.1641
NN,0.2951,0.3,0.1928,0.171,0.3607,0.3546,0.3053,0.2735,0.3607,0.3738,0.2316,0.2422,0.2623,0.2674,0.1848,0.1454,0.2858,0.2816,0.2169,0.1392,0.2858,0.3204,0.2667,0.2321,0.2623,0.255,0.161,0.1334,0.2858,0.2627,0.2211,0.1954,0.2778,0.2575,0.2527,0.2813
NN,0.3607,0.3546,0.2772,0.2308,0.3607,0.3546,0.2316,0.2422,0.3607,0.4142,0.2632,0.2735,0.2623,0.2674,0.2283,0.2052,0.2858,0.3204,0.2169,0.1392,0.3929,0.3495,0.2667,0.264,0.2623,0.255,0.207,0.1667,0.2858,0.2627,0.2527,0.2813,0.2778,0.2278,0.3369,0.336
NN,0.3607,0.3546,0.1928,0.1966,0.3607,0.3909,0.2632,0.2735,0.4262,0.4445,0.3053,0.2735,0.2623,0.307,0.2283,0.2052,0.3929,0.3495,0.2169,0.174,0.3929,0.3204,0.2223,0.264,0.2623,0.255,0.2414,0.2584,0.2858,0.2324,0.3369,0.336,0.2038,0.1684,0.4632,0.5078
NN,0.3607,0.3273,0.1928,0.171,0.3607,0.3273,0.1895,0.1876,0.2951,0.3132,0.158,0.1876,0.1968,0.2377,0.3479,0.359,0.3393,0.3204,0.2169,0.1131,0.2858,0.3204,0.2223,0.2321,0.0493,0.0785,0.5172,0.5,0.2143,0.2324,0.2948,0.2188,0.2778,0.2278,0.2211,0.25
NN,0.2951,0.3,0.1085,0.1368,0.2951,0.3546,0.2316,0.2188,0.3607,0.4445,0.2632,0.2735,0.2623,0.307,0.1848,0.2052,0.3929,0.3884,0.2169,0.1392,0.4643,0.4272,0.3111,0.264,0.2623,0.2255,0.207,0.2251,0.2858,0.3031,0.2948,0.25,0.3334,0.3268,0.3369,0.2813
NN,0.8524,0.7181,0.6988,0.453,0.7868,0.6818,0.6316,0.4219,0.6721,0.6363,0.5368,0.3985,0.5738,0.6435,0.4891,0.3248,0.625,0.6019,0.4578,0.2957,0.6964,0.6019,0.4889,0.376,0.5738,0.6078,0.4943,0.3334,0.6964,0.6666,0.5263,0.4063,0.7037,0.693,0.5263,0.4063
NN,0.6065,0.5909,0.4458,0.3675,0.6065,0.5909,0.5368,0.3672,0.6721,0.6363,0.5368,0.3985,0.6393,0.594,0.4457,0.3846,0.6964,0.6019,0.506,0.3218,0.7678,0.6505,0.5333,0.376,0.7049,0.647,0.5402,0.3667,0.7678,0.6666,0.5263,0.3828,0.7037,0.6138,0.4842,0.4063
NN,0.6065,0.5909,0.4458,0.3334,0.6065,0.5545,0.4947,0.3985,0.6065,0.5959,0.4526,0.3672,0.5738,0.5544,0.4022,0.3248,0.625,0.5631,0.4097,0.2957,0.6964,0.6019,0.4889,0.376,0.5738,0.5686,0.3908,0.3334,0.625,0.5858,0.4316,0.3828,0.7037,0.6138,0.4842,0.3828
NN,0.1476,0.1183,0.5903,0.6666,0.1968,0.1728,0.6316,0.6406,0.3115,0.3435,0.4947,0.5078,0.3771,0.3961,0.4457,0.3846,0.4821,0.4854,0.3615,0.2001,0.4821,0.4854,0.3111,0.256,0.4426,0.451,0.2529,0.2084,0.4107,0.394,0.2632,0.211,0.4074,0.4159,0.2632,0.211
NN,0.1968,0.1728,0.6506,0.6325,0.3115,0.3273,0.4947,0.5078,0.4754,0.505,0.4947,0.3985,0.4426,0.4753,0.3587,0.265,0.4821,0.4854,0.2651,0.1653,0.4821,0.4854,0.3556,0.256,0.3771,0.3824,0.2529,0.1834,0.4107,0.4243,0.2632,0.211,0.4815,0.4555,0.2632,0.2344
NN,0.3115,0.3273,0.494,0.4872,0.4754,0.4727,0.4947,0.3985,0.6065,0.6363,0.4947,0.3672,0.4426,0.4753,0.2718,0.2308,0.4821,0.4854,0.3133,0.1653,0.4821,0.5243,0.4445,0.312,0.3771,0.4118,0.2529,0.1834,0.4821,0.4647,0.2632,0.2344,0.4815,0.4555,0.3474,0.2344
NN,0.4754,0.4727,0.494,0.3675,0.6065,0.5909,0.4947,0.3672,0.6721,0.7373,0.5789,0.3672,0.4426,0.4753,0.3153,0.2308,0.4821,0.5243,0.4097,0.2261,0.625,0.5631,0.4889,0.376,0.4426,0.451,0.2529,0.2084,0.4821,0.4647,0.3474,0.2344,0.537,0.4951,0.3474,0.2969
NN,0.6065,0.5909,0.494,0.3334,0.6721,0.6818,0.5789,0.3672,0.7213,0.7373,0.6316,0.4219,0.4426,0.5148,0.4022,0.2906,0.625,0.5631,0.4578,0.2957,0.7678,0.6893,0.5778,0.4,0.4426,0.451,0.3449,0.2084,0.5357,0.505,0.3474,0.2969,0.537,0.5742,0.4842,0.3516
NN,0.7213,0.6363,0.5903,0.3334,0.6721,0.5909,0.5368,0.3672,0.6065,0.5959,0.4526,0.3438,0.6393,0.594,0.4457,0.359,0.625,0.5243,0.4097,0.2001,0.5536,0.4854,0.3111,0.288,0.4426,0.5294,0.3449,0.275,0.4821,0.505,0.3474,0.2969,0.537,0.4555,0.3474,0.2969
NN,0.6721,0.5909,0.5422,0.3334,0.6065,0.5545,0.4526,0.3438,0.6065,0.5555,0.3684,0.2813,0.5738,0.5148,0.4022,0.265,0.5536,0.4854,0.2651,0.2001,0.5536,0.5243,0.3111,0.288,0.4426,0.4902,0.3449,0.275,0.5357,0.4647,0.3474,0.2969,0.537,0.4951,0.3895,0.3203
NN,0.6065,0.5545,0.4458,0.3077,0.6065,0.5182,0.3684,0.2813,0.4754,0.505,0.3369,0.2813,0.5082,0.4753,0.2718,0.265,0.5536,0.5243,0.2651,0.2001,0.5536,0.5243,0.4445,0.288,0.4918,0.451,0.3449,0.275,0.5357,0.505,0.3895,0.3203,0.537,0.5346,0.3895,0.3203
NN,0.6065,0.5182,0.3494,0.2394,0.4754,0.4727,0.3369,0.2813,0.4754,0.4243,0.2527,0.2266,0.5082,0.5148,0.2718,0.265,0.5536,0.5243,0.4097,0.2001,0.5536,0.5243,0.4889,0.288,0.4918,0.4902,0.3908,0.3,0.5357,0.5454,0.3895,0.3203,0.537,0.4951,0.3474,0.2969
NN,0.4754,0.4727,0.3133,0.2394,0.4754,0.4,0.2527,0.2266,0.3607,0.3839,0.2527,0.2266,0.5082,0.5148,0.4022,0.265,0.5536,0.5243,0.4578,0.2001,0.4107,0.4078,0.2334,0.2241,0.4918,0.5294,0.3908,0.3,0.5357,0.505,0.3474,0.2969,0.4815,0.4555,0.3053,0.2657
NN,0.4754,0.4,0.2169,0.1796,0.3607,0.3637,0.2527,0.2266,0.3115,0.3839,0.179,0.2032,0.5082,0.5148,0.4457,0.265,0.4107,0.4078,0.1808,0.1305,0.2858,0.2719,0.1112,0.1361,0.4918,0.4902,0.3449,0.275,0.4821,0.4647,0.3053,0.2657,0.4074,0.3466,0.2211,0.211
NN,0.2623,0.3273,0.0844,0.1197,0.1968,0.3,0.1369,0.1485,0.2623,0.2728,0.0632,0.1173,0.1968,0.2575,0.0762,0.0685,0.2858,0.3107,0.0965,0.0697,0.3393,0.3107,0.189,0.2001,0.3771,0.3138,0.207,0.2084,0.3393,0.3233,0.2211,0.2344,0.3334,0.3169,0.2632,0.2657
NN,0.1968,0.2364,0.0483,0.0599,0.2623,0.2364,0.179,0.2032,0.1968,0.2425,0.2527,0.2579,0.3115,0.2971,0.1957,0.1966,0.2858,0.3107,0.2651,0.2001,0.2143,0.2428,0.3111,0.288,0.3115,0.3138,0.2529,0.275,0.3393,0.2829,0.2632,0.2969,0.2593,0.2476,0.3053,0.3203
NN,0.2623,0.2364,0.1326,0.1539,0.1968,0.2364,0.2527,0.2579,0.1968,0.2425,0.2106,0.2266,0.2623,0.2971,0.2718,0.265,0.2143,0.2428,0.2651,0.2001,0.2143,0.2136,0.2667,0.2241,0.3115,0.2746,0.2529,0.275,0.2679,0.2526,0.3053,0.3203,0.2038,0.1882,0.2632,0.2657
NN,0.1968,0.2364,0.2169,0.2137,0.1968,0.2364,0.2106,0.2266,0.1968,0.2425,0.179,0.1485,0.1968,0.2278,0.2718,0.265,0.2143,0.2136,0.2169,0.1305,0.2143,0.2428,0.2334,0.1681,0.246,0.2451,0.2989,0.3,0.2143,0.192,0.2632,0.2657,0.2038,0.1585,0.2632,0.2344
NN,0.1968,0.2364,0.1326,0.0941,0.2623,0.2637,0.1369,0.1719,0.1968,0.2728,0.179,0.1485,0.1968,0.2278,0.1957,0.1368,0.2143,0.2136,0.1808,0.0697,0.2143,0.2428,0.2334,0.1681,0.1968,0.1569,0.2529,0.2084,0.2679,0.2223,0.2211,0.211,0.2593,0.2179,0.2211,0.211
NN,0.1968,0.2001,0.1687,0.1539,0.2623,0.2637,0.2527,0.2579,0.2623,0.3132,0.2527,0.2266,0.1968,0.2278,0.1957,0.1368,0.2858,0.2719,0.2169,0.1653,0.2858,0.2719,0.3111,0.288,0.246,0.2157,0.161,0.1834,0.2143,0.192,0.179,0.211,0.2593,0.2476,0.3053,0.2657
NN,0.2623,0.2637,0.2169,0.2137,0.2623,0.3,0.2527,0.2266,0.2623,0.2425,0.179,0.1719,0.2623,0.2575,0.2283,0.2308,0.2858,0.2719,0.2651,0.2001,0.2858,0.2719,0.189,0.2001,0.1968,0.1863,0.161,0.1834,0.2679,0.2526,0.3053,0.2657,0.2593,0.2476,0.3053,0.2657
NN,0.2623,0.2637,0.1687,0.0941,0.2623,0.2637,0.2106,0.1719,0.2623,0.2728,0.2527,0.2266,0.1968,0.1981,0.1196,0.1368,0.2858,0.2719,0.1326,0.0697,0.2858,0.2719,0.2334,0.2001,0.246,0.2157,0.161,0.1501,0.2143,0.2223,0.179,0.1798,0.2038,0.2476,0.2211,0.1798
NN,0.2623,0.2637,0.2169,0.1796,0.2623,0.3,0.2527,0.2266,0.3607,0.3435,0.2527,0.2579,0.2623,0.2575,0.1957,0.171,0.2858,0.2719,0.2169,0.2001,0.2858,0.2428,0.3556,0.344,0.1968,0.2451,0.207,0.1501,0.2143,0.2223,0.2632,0.2657,0.2038,0.1882,0.4316,0.5234
NN,0.2623,0.3,0.1687,0.1796,0.3607,0.3637,0.2527,0.2266,0.4262,0.4243,0.2948,0.2579,0.2623,0.2278,0.1957,0.2308,0.2858,0.3107,0.2651,0.1653,0.3393,0.3398,0.3556,0.288,0.1968,0.1863,0.207,0.2084,0.2679,0.2223,0.2211,0.2344,0.3334,0.2476,0.2632,0.2657
NN,0.3607,0.3637,0.2169,0.1796,0.4262,0.4,0.2948,0.2579,0.4262,0.4647,0.2948,0.2813,0.2623,0.2971,0.2718,0.2308,0.3393,0.3398,0.3133,0.2001,0.3393,0.3398,0.3111,0.312,0.246,0.2157,0.207,0.2084,0.3393,0.2526,0.2632,0.2657,0.3334,0.2773,0.3053,0.2969
NN,0.836,0.7999,0.771,0.4872,0.836,0.7999,0.7368,0.5078,0.7704,0.7777,0.6421,0.4531,0.6393,0.693,0.5543,0.4017,0.7678,0.6602,0.4819,0.3131,0.6964,0.6213,0.5111,0.392,0.7049,0.647,0.4943,0.3417,0.7678,0.6262,0.4842,0.3594,0.6851,0.6534,0.5263,0.3906
NN,0.7704,0.7181,0.6626,0.4274,0.7049,0.6091,0.5474,0.3672,0.5738,0.6565,0.5053,0.336,0.6393,0.6138,0.4674,0.3761,0.625,0.5825,0.4819,0.2783,0.625,0.6213,0.5111,0.36,0.6229,0.647,0.5402,0.375,0.7678,0.6666,0.5263,0.3906,0.6851,0.6534,0.4842,0.3594
NN,0.5738,0.6091,0.506,0.2992,0.5738,0.5636,0.4632,0.3672,0.6393,0.606,0.4632,0.3672,0.5738,0.6138,0.4674,0.3419,0.6964,0.6602,0.5301,0.3392,0.6964,0.699,0.5555,0.416,0.6229,0.647,0.4943,0.3417,0.7678,0.6666,0.5263,0.3906,0.7777,0.693,0.5263,0.3906
NN,0.6393,0.5636,0.4578,0.3334,0.5738,0.5636,0.5053,0.3672,0.6393,0.606,0.4632,0.3906,0.6393,0.693,0.5109,0.4017,0.6964,0.7378,0.4819,0.3392,0.7678,0.6602,0.5555,0.392,0.7049,0.6862,0.5402,0.375,0.7678,0.707,0.5263,0.3906,0.7777,0.6534,0.5684,0.3906
NN,0.5738,0.5636,0.506,0.3334,0.6393,0.5636,0.4632,0.3906,0.6393,0.606,0.5053,0.3906,0.6393,0.7326,0.4674,0.4017,0.7678,0.6602,0.5301,0.3131,0.7678,0.6602,0.5555,0.392,0.7049,0.6862,0.5402,0.375,0.7678,0.6666,0.5684,0.3906,0.6851,0.6534,0.4842,0.3906
NN,0.6393,0.5636,0.4578,0.359,0.6393,0.5636,0.5053,0.3906,0.7049,0.6565,0.5053,0.3672,0.7049,0.6534,0.5109,0.3761,0.7678,0.6602,0.5301,0.3131,0.6964,0.6213,0.5111,0.416,0.7049,0.647,0.5862,0.375,0.6785,0.6666,0.4842,0.3906,0.6851,0.6138,0.4526,0.3594
NN,0.6393,0.5636,0.506,0.359,0.7049,0.6091,0.5053,0.3672,0.5738,0.5656,0.4211,0.336,0.7049,0.6534,0.5109,0.3761,0.6964,0.6213,0.4819,0.3392,0.5357,0.5825,0.4556,0.36,0.6229,0.647,0.4943,0.375,0.6785,0.6262,0.4526,0.3594,0.6851,0.6138,0.4842,0.3594
NN,0.7049,0.6091,0.506,0.3334,0.5738,0.5273,0.4211,0.336,0.5738,0.5656,0.4211,0.336,0.6393,0.6138,0.4674,0.4017,0.5357,0.5825,0.4217,0.2783,0.625,0.5825,0.4111,0.36,0.6229,0.6078,0.4598,0.3417,0.6785,0.6262,0.4842,0.3594,0.7777,0.6534,0.5263,0.3906
NN,0.5738,0.5273,0.4097,0.2992,0.5738,0.5273,0.4211,0.336,0.5738,0.5656,0.4211,0.3672,0.4918,0.5742,0.4131,0.3419,0.625,0.5825,0.3735,0.2783,0.625,0.5825,0.4556,0.392,0.6229,0.6078,0.4943,0.3417,0.7678,0.6666,0.5263,0.3906,0.6851,0.6534,0.4842,0.3906
NN,0.5738,0.5273,0.4097,0.2992,0.5738,0.5273,0.4211,0.3672,0.6393,0.606,0.4632,0.3672,0.5738,0.5742,0.3696,0.3419,0.625,0.5825,0.4217,0.3131,0.6964,0.6213,0.5111,0.392,0.7049,0.647,0.5402,0.375,0.6785,0.6666,0.4842,0.3906,0.6851,0.693,0.4842,0.3906
