Target,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18
NN,0.2827,0.4615,0.4583,0.2097,0.1759,0.0756,0.2419,0.5143,0.1667,0.3857,0.2106,0.1811,0.4214,0.158,0.2728,0.0245,0.4333,0.5
NN,0.7173,0.5769,0.9305,0.428,0.1539,0.151,0.6209,0.1715,0.5833,0.5,0.5105,0.5408,0.5723,0.1448,0.2273,0.6829,0.4667,0.7333
NN,0.7391,0.7307,0.8749,0.3581,0.11,0.1699,0.6666,0.1429,0.5833,0.6285,0.4579,0.5899,0.5031,0.0922,0.2728,0.122,0.4333,0.5667
NN,0.7826,0.6923,0.8333,0.4061,0.1319,0.151,0.5229,0.2286,0.4167,0.6143,0.4211,0.4425,0.5409,0.0659,0.6363,0.0733,0.6666,0.7
NN,0.7826,0.5769,0.9305,0.4847,0.1649,0.151,0.6078,0.1715,0.5,0.5714,0.4842,0.5276,0.3711,0.079,0.4091,0.7804,0.6333,0.8333
NN,0.3696,0.6538,0.6944,0.3668,0.1539,0.151,0.451,0.2858,0.3334,0.5714,0.4263,0.3693,0.6981,0.1317,0.2728,0.4634,0.5,0.6
NN,0.4348,0.4615,0.5972,0.166,0.099,0.151,0.2942,0.4857,0.25,0.5286,0.2632,0.2159,0.4969,0.2106,0.0455,0.5122,0.2667,0.5333
NN,0.1957,0.3077,0.4167,0.2228,0.1869,0.0944,0.2353,0.5428,0.1667,0.2858,0.2211,0.1727,0.2705,0.1711,0.2273,0.4147,0.3667,0.4667
NN,0.5,0.7307,0.8888,0.5153,0.2198,0.1321,0.5621,0.2001,0.5,0.6428,0.4579,0.4856,0.7358,0.1053,0.5454,0.4878,0.5333,0.6666
NN,0.3696,0.3462,0.3195,0.0962,0.088,0.0944,0.2615,0.5428,0.1667,0.3429,0.2264,0.1823,0.4025,0.2895,0.0001,0.3659,0.1334,0.1001
NN,0.4348,0.2693,0.3056,0.0569,0.0221,0.0944,0.1243,0.7428,0.0834,0.3857,0.158,0.078,0.2956,0.25,0.3637,0.1464,0.2667,0.1001
NN,0.3913,0.3077,0.3611,0.118,0.099,0.1321,0.0916,0.7714,0.0834,0.3715,0.1527,0.0636,0.2894,0.1711,0.1364,0.244,0.5,0.4333
NN,0.4783,0.4615,0.9027,0.4542,0.1869,0.151,0.4902,0.2858,0.4167,0.4572,0.379,0.4029,0.3082,0.0659,0.3182,0.7804,0.7333,0.9999
NN,0.3479,0.1539,0.1528,0.0307,0.077,0.0567,0.0524,0.8571,0.0001,0.1286,0.0422,0.0349,0.239,0.3027,0.3182,0.0976,0.1667,0.0668
NN,0.6304,0.6923,0.7222,0.393,0.1429,0.0756,0.7058,0.1144,0.6666,0.6285,0.6158,0.6558,0.6289,0.2764,0.3182,0.1708,0.4,0.1667
NN,0.6956,0.8076,0.8333,0.5065,0.2418,0.151,0.7124,0.1144,0.6666,0.7428,0.5368,0.6403,0.5849,0.1843,0.0001,0.3171,0.3667,0.6
NN,0.8695,0.923,0.9582,0.393,0.099,0.0756,0.9672,0.0001,0.9166,0.8142,0.8315,0.9567,0.9559,0.3421,0.5,0.5122,0.2001,0.0668
NN,0.3044,0.3846,0.3473,0.1005,0.099,0.1133,0.2419,0.5714,0.1667,0.3572,0.2053,0.1655,0.39,0.3421,0.2728,0.0733,0.1334,0.0334
NN,0.5435,0.6923,0.7777,0.4323,0.2088,0.151,0.4967,0.2572,0.4167,0.5571,0.4053,0.4185,0.7672,0.1185,0.4546,0.0245,0.5,0.6
NN,0.4565,0.1924,0.6666,0.3275,0.1429,0.0944,0.3791,0.3715,0.3334,0.1858,0.3053,0.301,0.2202,0.0922,0.091,0.6829,0.6333,0.7666
NN,0.1957,0.4231,0.3195,0.0831,0.077,0.0944,0.255,0.5428,0.1667,0.4143,0.1895,0.1739,0.478,0.2895,0.1364,0.0976,0.1001,0.0334
NN,0.7173,0.6154,0.7777,0.4236,0.1539,0.151,0.451,0.2858,0.3334,0.5714,0.3527,0.3717,0.4466,0.0396,0.8636,0.3659,0.8666,0.9332
NN,0.3479,0.4231,0.5833,0.1398,0.077,0.0756,0.2419,0.5428,0.1667,0.3715,0.2106,0.1775,0.3711,0.1185,0.4546,0.3415,0.4,0.4
NN,0.4348,0.3846,0.6666,0.2883,0.2088,0.1321,0.2484,0.5428,0.1667,0.4143,0.179,0.1799,0.2139,0.079,0.091,0.4147,0.6666,0.8333
NN,0.3479,0.1924,0.5555,0.2839,0.1319,0.0944,0.3203,0.4286,0.25,0.1858,0.2948,0.2459,0.1762,0.1185,0.2273,0.3659,0.5333,0.5333
NN,0.5435,0.4231,0.5278,0.2446,0.1759,0.1133,0.1961,0.6,0.0834,0.4286,0.158,0.1392,0.39,0.0527,0.8636,0.0489,0.8333,0.8666
NN,0.6739,0.7307,0.7777,0.3668,0.1319,0.1321,0.4967,0.2572,0.4167,0.6143,0.4,0.4149,0.6038,0.1053,0.5,0.1952,0.5667,0.6333
NN,0.5652,0.923,0.9582,0.5065,0.2088,0.1699,0.7124,0.1144,0.6666,0.8285,0.5474,0.6487,0.7987,0.1448,0.4546,0.6097,0.4,0.6333
NN,0.2827,0.3462,0.3473,0.0918,0.077,0.0944,0.2484,0.5428,0.1667,0.3143,0.2158,0.1715,0.3962,0.3421,0.091,0.1952,0.1334,0.0334
NN,0.7391,0.923,0.861,0.3494,0.088,0.0944,0.7973,0.0572,0.75,0.7571,0.5947,0.7649,0.7547,0.2369,0.3182,0.2683,0.3667,0.2001
NN,0.7826,0.8076,0.8749,0.4411,0.1759,0.1699,0.7189,0.1144,0.6666,0.8142,0.521,0.6427,0.6541,0.158,0.2728,0.3415,0.3667,0.6333
NN,0.3479,0.4231,0.5,0.0918,0.077,0.151,0.2876,0.5143,0.25,0.4714,0.1737,0.2015,0.4214,0.2237,0.5454,0.2927,0.2667,0.4
NN,0.5652,0.6923,0.6666,0.3668,0.1649,0.0567,0.5948,0.1715,0.5,0.5714,0.4842,0.5288,0.6918,0.2369,0.3637,0.6341,0.5,0.3
NN,0.5217,0.4615,0.7083,0.249,0.1759,0.151,0.255,0.5428,0.1667,0.4286,0.1895,0.1799,0.39,0.079,0.8181,0.4878,0.7,0.7999
NN,0.3044,0.3077,0.4583,0.2359,0.1869,0.0944,0.255,0.5143,0.1667,0.2858,0.2369,0.1883,0.2705,0.1843,0.1364,0.1952,0.4667,0.4333
NN,0.3479,0.2693,0.4445,0.2228,0.1759,0.0944,0.2223,0.5428,0.1667,0.2429,0.2369,0.1643,0.2265,0.1711,0.1819,0.244,0.5333,0.5
NN,0.2827,0.2693,0.4861,0.1835,0.1649,0.0756,0.1831,0.6285,0.0834,0.2429,0.1474,0.1272,0.3334,0.1711,0.1364,0.5122,0.2334,0.3
NN,0.2174,0.1539,0.1945,0.118,0.1539,0.0378,0.1504,0.6857,0.0834,0.1286,0.1159,0.1044,0.2013,0.3421,0.1364,0.1464,0.1334,0.0668
NN,0.6304,0.8076,0.8472,0.3756,0.121,0.151,0.7189,0.1144,0.6666,0.7571,0.4947,0.6522,0.5912,0.158,0.5909,0.1464,0.4333,0.5667
NN,0.5652,0.8461,0.8472,0.5022,0.2308,0.151,0.732,0.1144,0.6666,0.8571,0.5158,0.663,0.6541,0.1974,0.5,0.4878,0.3667,0.5
NN,0.6087,0.8076,0.9166,0.3668,0.11,0.0944,0.8104,0.0572,0.75,0.6571,0.6631,0.7781,0.9056,0.2895,0.2728,0.3415,0.3,0.1334
NN,0.9564,0.7307,0.9721,0.5415,0.1979,0.1887,0.6536,0.1429,0.5833,0.6428,0.5158,0.5803,0.6981,0.0922,0.9545,0.6097,0.6,0.7999
NN,0.3261,0.4231,0.5139,0.2752,0.1319,0.0756,0.255,0.5143,0.1667,0.3857,0.2369,0.1907,0.4277,0.0659,0.4091,0.2927,0.8666,0.8999
NN,0.4783,0.4231,0.6111,0.2359,0.1649,0.151,0.2157,0.5714,0.1667,0.4286,0.1737,0.1535,0.3585,0.0659,0.4546,0.1464,0.7666,0.8333
NN,0.3479,0.2693,0.4028,0.1878,0.121,0.0756,0.1308,0.6857,0.0834,0.2715,0.1317,0.0912,0.2642,0.0264,0.7272,0.1464,0.8999,0.9332
NN,0.5217,0.5,0.8472,0.4629,0.2088,0.1133,0.5229,0.2572,0.4167,0.4714,0.4105,0.4341,0.3774,0.0922,0.0455,0.7804,0.5,0.6333
NN,0.3261,0.1924,0.25,0.1442,0.1429,0.0567,0.2353,0.5714,0.1667,0.1858,0.1737,0.1619,0.3019,0.3553,0.5454,0.0001,0.1334,0.0668
NN,0.3913,0.5,0.5278,0.1922,0.1539,0.1321,0.2288,0.5428,0.1667,0.4857,0.2001,0.1667,0.566,0.1448,0.5909,0.2683,0.4333,0.6333
NN,0.174,0.5385,0.4028,0.1835,0.1869,0.0756,0.255,0.5143,0.1667,0.4143,0.2158,0.1871,0.5409,0.2106,0.2273,0.0001,0.2334,0.2334
NN,0.5435,0.6538,0.6944,0.3843,0.1759,0.1321,0.4249,0.3143,0.3334,0.5286,0.3421,0.3454,0.5534,0.079,0.4546,0.0245,0.5667,0.6666
NN,0.4348,0.3462,0.6666,0.3668,0.1649,0.151,0.4641,0.2858,0.3334,0.3286,0.4105,0.3837,0.3711,0.1448,0.1364,0.2927,0.4333,0.5333
NN,0.3913,0.4615,0.5,0.2926,0.2418,0.0944,0.2484,0.5143,0.1667,0.3715,0.2106,0.1871,0.4403,0.1317,0.5454,0.0245,0.6333,0.6666
NN,0.7826,0.6154,0.9582,0.3887,0.1319,0.151,0.6209,0.1715,0.5833,0.5428,0.5,0.5408,0.6541,0.1448,0.5909,0.756,0.5,0.7
NN,0.3044,0.4615,0.5833,0.2621,0.1429,0.1133,0.2876,0.4572,0.1667,0.3715,0.2685,0.2183,0.4088,0.1448,0.091,0.0489,0.4667,0.5
NN,0.5869,0.6154,0.7777,0.4454,0.1759,0.1321,0.4837,0.2572,0.4167,0.5428,0.379,0.4017,0.4214,0.0396,0.1364,0.122,0.7,0.7999
NN,0.7608,0.7307,0.9582,0.3406,0.088,0.1887,0.6797,0.1429,0.5833,0.7571,0.521,0.6031,0.6603,0.1711,0.4546,0.6829,0.4333,0.6666
NN,0.6087,0.5,0.9027,0.3974,0.1539,0.151,0.5621,0.2286,0.5,0.4572,0.4369,0.4724,0.5409,0.0922,0.3182,0.9267,0.5333,0.7999
NN,0.4783,0.5385,0.5694,0.3144,0.1319,0.0944,0.366,0.3715,0.25,0.4857,0.3474,0.289,0.478,0.1053,0.1819,0.0976,0.5,0.5667
NN,0.3479,0.5385,0.625,0.1878,0.121,0.151,0.268,0.5143,0.1667,0.4714,0.2369,0.1979,0.4843,0.1974,0.5909,0.1708,0.3334,0.5333
NN,0.3044,0.4615,0.5139,0.214,0.1319,0.0944,0.2746,0.5143,0.1667,0.3857,0.2685,0.1991,0.3962,0.2106,0.6818,0.3415,0.2667,0.2667
NN,0.7608,0.8076,0.9027,0.4323,0.1649,0.1699,0.5882,0.2001,0.5,0.6571,0.4526,0.5084,0.7924,0.1185,0.5454,0.0733,0.4667,0.6333
NN,0.3696,0.5385,0.625,0.1966,0.1429,0.151,0.2811,0.4857,0.1667,0.5286,0.2579,0.2051,0.4843,0.2106,0.0455,0.122,0.3,0.5
NN,0.1957,0.1539,0.2639,0.1311,0.1759,0.0944,0.1504,0.7142,0.0834,0.1429,0.1106,0.096,0.2139,0.3027,0.5,0.5853,0.1001,0.1334
NN,0.2392,0.4615,0.3889,0.1922,0.1869,0.0756,0.2223,0.5714,0.1667,0.3429,0.2001,0.1595,0.4466,0.2106,0.2273,0.0245,0.2334,0.2001
NN,0.3479,0.5385,0.5694,0.2271,0.11,0.1133,0.3203,0.4286,0.25,0.4429,0.3,0.2447,0.5534,0.1711,0.4091,0.3659,0.3667,0.4
NN,0.5,0.3077,0.5139,0.3188,0.1869,0.0567,0.4249,0.2858,0.3334,0.2286,0.3948,0.3609,0.2453,0.1974,0.0001,0.0976,0.6666,0.5667
NN,0.5217,0.4615,0.4445,0.3625,0.2638,0.0567,0.3203,0.4,0.25,0.3715,0.2527,0.2578,0.4843,0.1448,0.3182,0.1708,0.6666,0.7333
NN,0.5217,0.5385,0.6527,0.2621,0.1869,0.1321,0.2876,0.4857,0.25,0.4429,0.2264,0.2099,0.4591,0.1185,0.0455,0.3171,0.5333,0.7
NN,0.5,0.5385,0.5139,0.4367,0.2748,0.0756,0.3595,0.3429,0.25,0.4572,0.3053,0.2938,0.4591,0.1317,0.2728,0.3903,0.7666,0.7333
NN,0.3044,0.1155,0.1806,0.0569,0.121,0.0378,0.0393,0.8856,0.0001,0.1001,0.0422,0.0253,0.1825,0.3421,0.4091,0.3659,0.1334,0.0668
NN,0.7826,0.7307,0.7638,0.3712,0.121,0.0378,0.7516,0.0858,0.6666,0.5714,0.6947,0.7098,0.6792,0.3027,0.0001,0.4634,0.3667,0.1667
NN,0.6739,0.6923,0.9444,0.3887,0.1319,0.1699,0.6862,0.1429,0.5833,0.6428,0.5368,0.6115,0.5912,0.1711,0.6818,0.5366,0.4667,0.6666
NN,0.3044,0.1539,0.2778,0.1223,0.11,0.0756,0.1047,0.7428,0.0834,0.1572,0.1264,0.0708,0.1447,0.158,0.0455,0.3415,0.3334,0.3667
NN,0.1957,0.1155,0.1945,0.0569,0.066,0.0944,0.0851,0.7999,0.0834,0.1144,0.0843,0.054,0.1196,0.25,0.0455,0.122,0.1334,0.1001
NN,0.6956,0.8845,0.8055,0.4585,0.1869,0.1699,0.6862,0.1429,0.5833,0.7857,0.5,0.6139,0.6729,0.1711,0.091,0.4634,0.4,0.6
NN,0.1522,0.2308,0.2778,0.0787,0.099,0.0756,0.1765,0.6571,0.0834,0.1858,0.1106,0.1164,0.2076,0.2764,0.0001,0.122,0.1001,0.1667
NN,0.7173,0.8076,0.8333,0.5371,0.2198,0.0378,0.9019,0.0287,0.8333,0.6285,0.7894,0.886,0.9622,0.3816,0.2273,0.2683,0.2001,0.0334
NN,0.174,0.5,0.4306,0.1616,0.1539,0.0944,0.268,0.5143,0.1667,0.4286,0.2474,0.1955,0.5094,0.2764,0.0455,0.3415,0.2001,0.2001
NN,0.5869,0.6923,0.9582,0.524,0.2198,0.1321,0.6862,0.1144,0.5833,0.6285,0.5684,0.6235,0.61,0.1711,0.2728,0.439,0.4333,0.6
NN,0.3261,0.4231,0.4306,0.1791,0.099,0.1133,0.1961,0.6285,0.1667,0.3572,0.1527,0.1344,0.4088,0.1185,0.3182,0.439,0.4,0.5333
NN,0.4565,0.6154,0.6527,0.2402,0.1869,0.151,0.2942,0.4857,0.25,0.5714,0.2579,0.2147,0.5912,0.2106,0.1819,0.0001,0.2334,0.4333
NN,0.5652,0.3846,0.6805,0.3974,0.1759,0.1133,0.4837,0.2572,0.4167,0.3715,0.4211,0.4041,0.3585,0.1185,0.2728,0.3171,0.5,0.6
NN,0.3696,0.5385,0.625,0.1791,0.121,0.1321,0.2615,0.5143,0.1667,0.5286,0.2369,0.1931,0.4717,0.1843,0.1819,0.0489,0.3334,0.5333
NN,0.4565,0.5385,0.625,0.9999,0.9999,0.8867,0.2811,0.4857,0.1667,0.5286,0.9999,0.2039,0.4906,0.9999,0.5454,0.2196,0.4,0.5
NN,0.5869,0.923,0.9305,0.4498,0.1759,0.1699,0.7516,0.1144,0.6666,0.8856,0.5474,0.6858,0.6038,0.1711,0.2728,0.4634,0.3334,0.5667
NN,0.2827,0.3462,0.3473,0.0394,0.0331,0.1133,0.2615,0.5428,0.1667,0.3286,0.2053,0.1775,0.39,0.3421,0.1819,0.3903,0.1001,0.0668
NN,0.3913,0.1924,0.4167,0.2446,0.2088,0.434,0.1831,0.6,0.0834,0.3,0.1685,0.1344,0.1321,0.1053,0.1819,0.2683,0.5333,0.7
NN,0.4348,0.4231,0.6944,0.2708,0.1979,0.151,0.268,0.5143,0.1667,0.5428,0.2106,0.1967,0.2139,0.0922,0.4091,0.4147,0.6,0.7333
NN,0.2827,0.5385,0.4861,0.2664,0.2308,0.0756,0.2746,0.4857,0.1667,0.4,0.2422,0.2063,0.5094,0.1974,0.3182,0.0733,0.4,0.4333
NN,0.3696,0.6154,0.5972,0.3625,0.1759,0.0944,0.4183,0.3143,0.3334,0.5143,0.3948,0.3394,0.7106,0.1448,0.0455,0.0489,0.4333,0.4667
NN,0.5217,0.1539,0.5,0.2839,0.1429,0.1133,0.3203,0.4286,0.25,0.1858,0.3106,0.2483,0.1699,0.1711,0.0001,0.0001,0.4,0.3667
NN,0.7608,0.923,0.9166,0.3188,0.044,0.0567,0.9411,0.0001,0.9166,0.7428,0.8157,0.9376,0.9559,0.3684,0.5,0.0489,0.2001,0.0001
NN,0.3479,0.3077,0.4861,0.2533,0.2088,0.0567,0.268,0.4857,0.1667,0.2572,0.2369,0.2015,0.2831,0.1711,0.091,0.0001,0.4,0.4667
NN,0.5435,0.1924,0.4167,0.3581,0.2308,0.0756,0.3399,0.3715,0.25,0.2572,0.3106,0.2746,0.1259,0.158,0.1364,0.4147,0.7999,0.7333
NN,0.3044,0.3462,0.3334,0.2009,0.1869,0.151,0.1373,0.6857,0.0834,0.3286,0.1422,0.0972,0.3145,0.1053,0.3182,0.0001,0.5667,0.6666
NN,0.7391,0.7692,0.9444,0.476,0.1869,0.1887,0.6144,0.1715,0.5,0.6428,0.4526,0.5312,0.5849,0.079,0.9545,0.5366,0.6,0.7999
NN,0.2609,0.1539,0.5555,0.2359,0.1319,0.1133,0.268,0.5143,0.1667,0.1144,0.2579,0.1967,0.1699,0.1317,0.2728,0.5122,0.5,0.5333
NN,0.6087,0.7307,0.9027,0.2533,0.066,0.151,0.6536,0.1429,0.5833,0.6428,0.5053,0.5815,0.5975,0.1974,0.5454,0.2683,0.3334,0.4333
NN,0.5,0.2308,0.5139,0.2446,0.1649,0.1133,0.1831,0.6,0.0834,0.4572,0.1632,0.132,0.0944,0.0396,0.6818,0.0733,0.8333,0.8999
NN,0.6521,0.5769,0.8472,0.4367,0.1649,0.1887,0.5751,0.2001,0.5,0.5714,0.4474,0.4928,0.3459,0.0922,0.3637,0.5366,0.5333,0.7
NN,0.3261,0.2693,0.4583,0.3013,0.2308,0.0944,0.2484,0.5143,0.1667,0.2715,0.2316,0.1883,0.2642,0.1317,0.091,0.4878,0.6666,0.6333
NN,0.1522,0.1924,0.3334,0.1136,0.1319,0.1133,0.1439,0.7142,0.0834,0.1144,0.1159,0.09,0.1636,0.2237,0.0455,0.561,0.1001,0.2334
NN,0.3913,0.1924,0.4861,0.1398,0.066,0.0756,0.2092,0.6,0.1667,0.1858,0.1843,0.1452,0.2516,0.1317,0.0455,0.1708,0.3334,0.3334
NN,0.2827,0.4615,0.4306,0.2228,0.2088,0.0944,0.2223,0.5428,0.1667,0.3715,0.1948,0.1655,0.4214,0.1711,0.2273,0.1464,0.4333,0.5
NN,0.2827,0.1924,0.6389,0.3101,0.1429,0.1321,0.3791,0.3715,0.3334,0.2286,0.3211,0.2986,0.1825,0.1185,0.0455,0.6829,0.5,0.6
NN,0.3479,0.4615,0.5139,0.3668,0.1869,0.1321,0.3203,0.4286,0.25,0.4714,0.3158,0.2471,0.4088,0.0922,0.1819,0.0489,0.6,0.6666
NN,0.1088,0.1155,0.1528,0.0525,0.099,0.0378,0.0524,0.8856,0.0001,0.0858,0.0264,0.0301,0.1636,0.329,0.0455,0.2927,0.0334,0.1001
NN,0.1522,0.3846,0.4306,0.1267,0.1429,0.0944,0.2484,0.5428,0.1667,0.4,0.2106,0.1751,0.4214,0.2895,0.2728,0.3659,0.1334,0.1001
NN,0.3261,0.1155,0.5278,0.2446,0.1649,0.0756,0.1831,0.6285,0.0834,0.0715,0.1632,0.1236,0.1259,0.0922,0.1819,0.8536,0.6,0.7
NN,0.2609,0.4615,0.5833,0.1267,0.099,0.1699,0.3072,0.4857,0.25,0.5428,0.2106,0.2135,0.4025,0.2237,0.4546,0.5122,0.2334,0.4
NN,0.6087,0.7692,0.9444,0.3494,0.077,0.1887,0.6797,0.1429,0.5833,0.7714,0.4737,0.6007,0.4906,0.1185,0.1819,0.5853,0.4667,0.6666
NN,0.3479,0.4231,0.4167,0.2359,0.1869,0.0756,0.1896,0.6,0.0834,0.3572,0.179,0.138,0.4025,0.0922,0.4091,0.2683,0.5667,0.6
NN,0.5,0.1155,0.4722,0.345,0.2528,0.0756,0.2419,0.4857,0.1667,0.1286,0.2527,0.1883,0.1133,0.1317,0.0001,0.4147,0.8333,0.7999
NN,0.3044,0.3846,0.4167,0.2839,0.2748,0.0944,0.2615,0.5143,0.1667,0.3857,0.2474,0.1883,0.39,0.2237,0.2728,0.2927,0.2667,0.2001
NN,0.4348,0.0386,0.4445,0.1747,0.099,0.0756,0.1373,0.6857,0.0834,0.0715,0.1474,0.0948,0.1007,0.0527,0.2273,0.4878,0.7999,0.8333
NN,0.5,0.2308,0.25,0.0569,0.044,0.0756,0.1373,0.7428,0.0834,0.3,0.1264,0.0852,0.2579,0.3553,0.2728,0.0001,0.1667,0.0334
NN,0.5435,0.5769,0.8472,0.3974,0.1539,0.1699,0.6209,0.1429,0.5,0.4857,0.5105,0.5587,0.5283,0.158,0.2273,0.1708,0.4333,0.5
NN,0.3696,0.0386,0.3611,0.2359,0.1319,0.0944,0.1831,0.6,0.0834,0.0858,0.1843,0.1368,0.0504,0.0264,0.0455,0.0733,0.8333,0.8666
NN,0.2609,0.4615,0.4167,0.07,0.077,0.0944,0.2419,0.5428,0.1667,0.3857,0.2053,0.1703,0.4843,0.2895,0.3637,0.0976,0.1667,0.1001
NN,0.3913,0.3077,0.7361,0.4061,0.1979,0.1321,0.4641,0.2858,0.3334,0.2715,0.379,0.3837,0.2768,0.0922,0.5,0.5853,0.5667,0.6333
NN,0.3479,0.1155,0.4028,0.166,0.11,0.0944,0.1504,0.6857,0.0834,0.1144,0.1264,0.0984,0.1196,0.0922,0.1364,0.878,0.5667,0.7333
NN,0.7173,0.7692,0.8055,0.4323,0.1759,0.1699,0.7058,0.1144,0.6666,0.7,0.5158,0.6307,0.6603,0.158,0.4546,0.5853,0.4,0.5333
NN,0.2827,0.1924,0.6805,0.3144,0.1319,0.1321,0.3726,0.3715,0.25,0.2001,0.3158,0.2926,0.2453,0.1053,0.3182,0.8048,0.5667,0.7
NN,0.8478,0.6538,0.8888,0.4061,0.121,0.1699,0.6274,0.1715,0.5833,0.5857,0.4895,0.5456,0.4843,0.1053,0.6818,0.5366,0.5,0.7
NN,0.2392,0.1539,0.4167,0.1791,0.1649,0.1321,0.1569,0.6285,0.0834,0.2286,0.1527,0.1152,0.195,0.1185,0.5,0.2196,0.6,0.7
NN,0.6739,0.7692,0.9444,0.4454,0.1539,0.1699,0.6862,0.1429,0.5833,0.7142,0.5053,0.6115,0.6289,0.1053,0.0001,0.2196,0.4,0.6666
NN,0.5652,0.5385,0.7083,0.5327,0.2967,0.0567,0.5882,0.1715,0.5,0.4286,0.5474,0.5336,0.4843,0.2632,0.1819,0.2683,0.5333,0.3334
NN,0.2392,0.1924,0.5972,0.1616,0.077,0.0944,0.2419,0.5428,0.1667,0.2001,0.2474,0.1715,0.2516,0.1974,0.2728,0.7073,0.3,0.3334
NN,0.2609,0.3462,0.4167,0.1136,0.099,0.0944,0.2484,0.5428,0.1667,0.3857,0.2474,0.1727,0.3962,0.3027,0.4546,0.3415,0.1667,0.1334
NN,0.6739,0.6923,0.9027,0.2795,0.077,0.151,0.6274,0.1715,0.5833,0.6285,0.4737,0.548,0.7044,0.1711,0.4091,0.4878,0.3667,0.5333
NN,0.2609,0.1539,0.3889,0.1791,0.1429,0.0756,0.1177,0.7142,0.0834,0.1715,0.1053,0.0828,0.0756,0.079,0.1364,0.3415,0.6333,0.7333
NN,0.4348,0.3462,0.3334,0.0831,0.044,0.0944,0.1504,0.7142,0.0834,0.3715,0.179,0.0936,0.2894,0.25,0.7272,0.2927,0.3,0.1334
NN,0.2392,0.2693,0.4306,0.118,0.088,0.0944,0.2484,0.5428,0.1667,0.2286,0.1948,0.1751,0.3522,0.2764,0.5454,0.0245,0.1334,0.1667
NN,0.3913,0.6154,0.6389,0.3974,0.1759,0.1133,0.4249,0.3143,0.3334,0.5428,0.3842,0.3466,0.5786,0.1053,0.3182,0.122,0.5333,0.5667
NN,0.5435,0.5385,0.9582,0.428,0.1319,0.1699,0.5686,0.2286,0.5,0.5143,0.4053,0.482,0.3522,0.0264,0.0455,0.8048,0.6,0.8999
NN,0.6087,0.6923,0.8055,0.393,0.1429,0.151,0.5425,0.2286,0.4167,0.6143,0.4684,0.4652,0.6918,0.1053,0.0001,0.244,0.5333,0.6666
NN,0.3696,0.5385,0.4583,0.1398,0.121,0.1699,0.3203,0.4572,0.25,0.5,0.2211,0.2303,0.478,0.2369,0.5,0.1952,0.2334,0.3334
NN,0.3913,0.1155,0.2778,0.0962,0.099,0.0756,0.0458,0.8571,0.0001,0.1715,0.0475,0.0325,0.0567,0.1053,0.2728,0.3415,0.5333,0.5667
NN,0.5652,0.6538,0.6666,0.4367,0.1869,0.151,0.4771,0.2572,0.4167,0.5857,0.4158,0.3993,0.5283,0.0922,0.5454,0.2683,0.6,0.6666
NN,0.6304,0.7692,0.8472,0.5851,0.2748,0.0378,0.8235,0.0572,0.75,0.6428,0.721,0.7913,0.8364,0.3421,0.3182,0.5366,0.2667,0.1001
NN,0.3479,0.5,0.4722,0.1354,0.1319,0.1321,0.2942,0.5143,0.25,0.5714,0.2106,0.2063,0.4277,0.2632,0.5454,0.0733,0.2667,0.3334
NN,0.6087,0.7307,0.8472,0.4061,0.1649,0.1321,0.4967,0.2572,0.4167,0.6285,0.4105,0.4113,0.5912,0.1053,0.6363,0.3659,0.5667,0.7
NN,0.4783,0.923,0.8888,0.5415,0.2967,0.151,0.6536,0.1429,0.5833,0.8142,0.4947,0.5827,0.7169,0.1974,0.0001,0.0976,0.3334,0.4
NN,0.6087,0.7692,0.7083,0.393,0.1979,0.0756,0.6013,0.1715,0.5,0.6143,0.5316,0.542,0.6603,0.25,0.2273,0.3415,0.5333,0.3667
NN,0.3913,0.2308,0.5833,0.2621,0.2308,0.151,0.2027,0.5714,0.1667,0.2715,0.179,0.1488,0.3082,0.1185,0.5909,0.2196,0.5,0.6666
NN,0.3913,0.5,0.4861,0.3537,0.3077,0.0944,0.2746,0.4572,0.1667,0.4143,0.2527,0.2135,0.522,0.1711,0.3637,0.1952,0.5333,0.6
NN,0.4565,0.1539,0.4722,0.2839,0.1319,0.0944,0.3268,0.4286,0.25,0.2143,0.2527,0.2518,0.1321,0.0527,0.2728,0.1464,0.7333,0.7666
NN,0.4131,0.1924,0.4722,0.3232,0.1649,0.1321,0.3203,0.4286,0.25,0.2429,0.2685,0.2447,0.1447,0.0527,0.3182,0.7073,0.7,0.8333
NN,0.4783,0.3846,0.4306,0.2402,0.1869,0.0756,0.2157,0.5428,0.1667,0.3286,0.2053,0.1655,0.39,0.1053,0.3637,0.0976,0.6333,0.6333
NN,0.7173,0.7307,0.8472,0.476,0.1869,0.1699,0.5817,0.2001,0.5,0.5714,0.4421,0.5072,0.5975,0.079,0.091,0.0976,0.5333,0.7666
NN,0.174,0.3846,0.3889,0.1529,0.1649,0.0944,0.2419,0.5714,0.1667,0.3857,0.2211,0.1667,0.39,0.3158,0.0455,0.3415,0.1334,0.1001
NN,0.4131,0.3846,0.4167,0.0874,0.055,0.0756,0.1765,0.6571,0.0834,0.3715,0.179,0.1176,0.3962,0.2632,0.1819,0.3903,0.2334,0.1334
NN,0.2174,0.4615,0.4583,0.249,0.2308,0.1133,0.1961,0.5714,0.0834,0.3715,0.2053,0.1452,0.4403,0.158,0.4546,0.0733,0.5,0.6
