Target,Pulse1,Pulse3,Pulse4,Pulse5,Pulse6,Pulse7,Pulse8,Pulse9,Pulse10,Pulse11,Pulse12,Pulse13,Pulse14,Pulse15,Pulse16,Pulse17,Pulse18,Pulse19,Pulse20,Pulse21,Pulse22,Pulse23,Pulse24,Pulse25,Pulse26,Pulse27,Pulse28,Pulse29,Pulse30,Pulse31,Pulse32,Pulse33,Pulse34
NN,0.9999,0.9684,0.499,0.8039,0.716,0.9614,0.2995,0.9654,0.584,0.9809,0.5455,0.9984,0.541,0.9579,0.5255,0.9229,0.3735,0.9369,0.4275,0.9244,0.6305,0.8754,0.482,0.9224,0.487,0.9364,0.4885,0.9924,0.547,0.8914,0.449,0.9289,0.4265
NN,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.25,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.5,0.5,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.8124,0.9999,0.1251,0.1251,0.9999,0.9999,0.9999
NN,0.9999,0.9999,0.6155,0.9999,0.1076,0.9999,0.448,0.9999,0.577,0.9999,0.639,0.9904,0.4655,0.9999,0.533,0.9789,0.405,0.9179,0.422,0.9869,0.5185,0.9979,0.546,0.9999,0.4935,0.9809,0.477,0.9559,0.5195,0.9999,0.4315,0.9824,0.4415
NN,0.9999,0.6845,0.0001,0.0001,0.0001,0.4615,0.9999,0.9999,0.9749,0.8729,0.3065,0.0001,0.1036,0.4515,0.9999,0.7435,0.7325,0.659,0.3625,0.4285,0.399,0.44,0.5345,0.515,0.533,0.517,0.494,0.498,0.4915,0.496,0.5005,0.5,0.5015
NN,0.9999,0.8989,0.6915,0.9039,0.415,0.9999,0.4615,0.9909,0.463,0.8509,0.6035,0.9984,0.5105,0.9909,0.5125,0.9999,0.4345,0.9784,0.5385,0.9999,0.501,0.9514,0.654,0.9999,0.4275,0.9999,0.498,0.8779,0.5395,0.9999,0.406,0.9999,0.4715
NN,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.5,0.5,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.5,0.9999,0.9999,0.9999,0.0001,0.5,0.5
NN,0.9999,0.9999,0.358,0.9999,0.3735,0.9729,0.3245,0.9999,0.347,0.9634,0.2545,0.9539,0.2795,0.8784,0.2056,0.8484,0.2101,0.7979,0.2121,0.8424,0.1451,0.7724,0.0636,0.746,0.1336,0.6775,0.1196,0.632,0.1091,0.583,0.1346,0.57,0.1501
NN,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.0751,0.0001,0.5,0.5,0.9999,0.0001,0.5,0.5,0.0001,0.0001,0.0001,0.0001,0.9999,0.0001,0.2001,0.0001,0.9999,0.9999,0.0001,0.4,0.9999,0.0001,0.5,0.9999,0.5,0.5
NN,0.9999,0.9999,0.5455,0.9774,0.4545,0.8864,0.5,0.9999,0.5,0.9774,0.5,0.9999,0.5225,0.9544,0.4775,0.9999,0.5,0.9999,0.5,0.9319,0.5455,0.8864,0.5455,0.9544,0.5225,0.9574,0.5145,0.9774,0.5455,0.9319,0.4545,0.9319,0.5225
NN,0.0001,0.5,0.5,0.0001,0.9999,0.9999,0.9999,0.0001,0.0001,0.5,0.5,0.0001,0.0001,0.0001,0.344,0.0001,0.0001,0.9999,0.0001,0.9999,0.0001,0.5,0.5,0.9999,0.0001,0.0001,0.0001,0.5,0.5,0.9999,0.0001,0.5,0.5
NN,0.9999,0.9559,0.456,0.9854,0.588,0.9119,0.544,0.9559,0.4855,0.9854,0.412,0.9854,0.5735,0.9704,0.5145,0.9999,0.5,0.9999,0.5,0.8824,0.559,0.9409,0.5145,0.9264,0.5145,0.9634,0.513,0.9704,0.441,0.9854,0.5295,0.9559,0.5295
NN,0.9999,0.0001,0.9999,0.0001,0.576,0.642,0.9999,0.0001,0.9999,0.0001,0.0001,0.9999,0.9999,0.0001,0.3825,0.6415,0.0001,0.9999,0.9999,0.343,0.0001,0.0001,0.0001,0.9999,0.0001,0.0001,0.482,0.9999,0.0001,0.0001,0.3385,0.5745,0.9999
NN,0.9999,0.737,0.4475,0.9189,0.509,0.9159,0.513,0.8419,0.4735,0.8419,0.5,0.8994,0.525,0.8914,0.529,0.9209,0.737,0.9999,0.5265,0.8629,0.538,0.8514,0.5405,0.7105,0.6055,0.8269,0.545,0.7629,0.3945,0.8009,0.5475,0.7869,0.5485
NN,0.9999,0.497,0.25,0.5,0.5,0.4905,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.657,0.9644,0.3235,0.8719,0.327,0.0961,0.5,0.5,0.1926,0.2436,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9999,0.7275,0.9999,0.7724,0.9089,0.8179,0.9999,0.4545,0.9999,0.5,0.9089,0.2725,0.8179,0.6365,0.9999,0.1821,0.9999,0.3635,0.9544,0.2725,0.9999,0.539,0.9999,0.4545,0.9999,0.5445,0.9999,0.682,0.9999,0.8179,0.8634,0.6365
NN,0.0001,0.0001,0.0001,0.9999,0.0001,0.0001,0.9999,0.5,0.5,0.9999,0.0001,0.9999,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.0001,0.9999,0.9999,0.0001,0.0001,0.9999,0.9999,0.9999,0.5,0.5,0.9999,0.75,0.5,0.5
NN,0.9999,0.7275,0.5455,0.8179,0.5455,0.6365,0.591,0.8179,0.5,0.682,0.4545,0.7275,0.4545,0.743,0.4935,0.8179,0.409,0.7275,0.5,0.682,0.4545,0.6365,0.591,0.682,0.4545,0.672,0.491,0.6365,0.5,0.682,0.5,0.645,0.491
NN,0.9999,0.0001,0.2016,0.5,0.5,0.0001,0.8224,0.0646,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0001,0.0001,0.5,0.5,0.649,0.617,0.9999,0.7579,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9999,0.5715,0.9999,0.8569,0.9999,0.8569,0.9999,0.4285,0.9284,0.4285,0.9999,0.5125,0.9999,0.5,0.7145,0.4285,0.9999,0.518,0.9999,0.357,0.9999,0.5,0.643,0.357,0.9999,0.5245,0.9999,0.526,0.9999,0.7854,0.9999,0.5
NN,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999
NN,0.9999,0.9349,0.735,0.7694,0.9109,0.552,0.9764,0.31,0.9394,0.1306,0.7909,0.0396,0.5835,0.0881,0.3755,0.2031,0.1836,0.38,0.0856,0.594,0.1066,0.7579,0.2131,0.8464,0.376,0.8454,0.5525,0.7639,0.699,0.63,0.7829,0.4665,0.7879
NN,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001
NN,0.9999,0.9634,0.521,0.9464,0.579,0.9304,0.599,0.9184,0.6825,0.9029,0.701,0.8809,0.703,0.8329,0.742,0.8004,0.7589,0.7669,0.7609,0.742,0.7709,0.7125,0.7784,0.6665,0.7764,0.635,0.7709,0.6115,0.7669,0.5715,0.7455,0.558,0.733
NN,0.9999,0.9674,0.568,0.9684,0.627,0.9284,0.694,0.8949,0.7355,0.8619,0.7994,0.8264,0.8749,0.7539,0.8679,0.708,0.9134,0.6275,0.9299,0.5685,0.9279,0.5025,0.9444,0.463,0.8989,0.395,0.8899,0.334,0.8574,0.3075,0.8219,0.263,0.7789
NN,0.0001,0.9999,0.0001,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.0001,0.0001,0.0001,0.9999,0.9999,0.9999,0.0001,0.0001,0.0001,0.0001,0.0001,0.9999,0.5,0.9999,0.0001,0.9999,0.0001,0.0001,0.9999,0.0001,0.9999
NN,0.9999,0.9029,0.5655,0.8654,0.6215,0.8229,0.595,0.6845,0.728,0.724,0.732,0.625,0.7864,0.626,0.6855,0.576,0.7594,0.451,0.7874,0.4825,0.7145,0.4555,0.722,0.4255,0.7,0.4005,0.675,0.381,0.6475,0.367,0.6195,0.381,0.656
NN,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.9999,0.9999,0.0001,0.9999,0.0001,0.9999,0.0001,0.9999,0.9999,0.9999,0.0001,0.9999,0.9999
NN,0.9999,0.9874,0.5655,0.9704,0.6,0.9439,0.661,0.9449,0.6635,0.9279,0.726,0.8614,0.7614,0.8494,0.7939,0.7924,0.8344,0.7445,0.8519,0.721,0.8409,0.6765,0.8779,0.634,0.8809,0.584,0.8924,0.5375,0.9019,0.485,0.8884,0.4485,0.8709
NN,0.0001,0.5,0.5,0.9999,0.9999,0.5,0.5,0.9999,0.9999,0.5,0.5,0.9999,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.0001,0.5,0.5,0.0001,0.9999,0.5,0.5
NN,0.9999,0.9614,0.5775,0.9319,0.649,0.8629,0.684,0.8529,0.7839,0.7869,0.8134,0.7165,0.8734,0.6585,0.8384,0.5955,0.8839,0.5235,0.8809,0.4395,0.8849,0.4075,0.8564,0.3535,0.8284,0.306,0.7929,0.266,0.7504,0.2346,0.7035,0.2191,0.6755
NN,0.0001,0.5,0.5,0.9999,0.9999,0.9999,0.9999,0.5,0.5,0.5,0.5,0.0001,0.0001,0.5,0.5,0.0001,0.0001,0.5,0.5,0.5,0.5,0.9999,0.9999,0.5,0.5,0.9999,0.9999,0.5,0.5,0.0001,0.9999,0.5,0.5
NN,0.9999,0.9439,0.6905,0.8294,0.8469,0.6455,0.9394,0.4665,0.9504,0.302,0.9019,0.1771,0.7824,0.0851,0.6345,0.1056,0.459,0.1861,0.3455,0.267,0.2221,0.418,0.1786,0.548,0.1946,0.652,0.258,0.716,0.351,0.735,0.4525,0.711,0.563
NN,0.9999,0.8674,0.3085,0.9009,0.5515,0.8939,0.5765,0.7779,0.5265,0.9999,0.606,0.8594,0.645,0.8439,0.6645,0.7485,0.5865,0.8214,0.486,0.7869,0.7125,0.7654,0.7245,0.9724,0.7874,0.721,0.741,0.5625,0.9999,0.6755,0.7485,0.653,0.749
NN,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.9999,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9729,0.5045,0.9864,0.4985,0.9944,0.502,0.9789,0.508,0.9704,0.5175,0.9859,0.5235,0.9929,0.5095,0.9714,0.5355,0.9929,0.4965,0.9889,0.525,0.9819,0.5355,0.9664,0.5405,0.9759,0.522,0.9874,0.504,0.9889,0.5355,0.9999,0.4985
NN,0.0001,0.9999,0.9999,0.0001,0.0001,0.0001,0.0001,0.5,0.5,0.5,0.5,0.0001,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.0001,0.9999,0.9999,0.9999,0.5,0.5,0.9999,0.0001,0.5,0.5,0.0001,0.0001,0.0001,0.0001
NN,0.9999,0.7524,0.4155,0.8569,0.5075,0.8554,0.5115,0.8404,0.5065,0.673,0.528,0.8449,0.522,0.8404,0.5255,0.8349,0.5285,0.8169,0.4765,0.8224,0.5345,0.8154,0.537,0.9199,0.5905,0.7994,0.5415,0.691,0.534,0.7824,0.545,0.7729,0.5465
NN,0.9999,0.8434,0.9999,0.9599,0.1196,0.9089,0.5215,0.8804,0.5535,0.9339,0.8684,0.8504,0.591,0.8794,0.5685,0.9674,0.3745,0.8534,0.5935,0.8244,0.623,0.8009,0.8869,0.9999,0.2311,0.9464,0.611,0.8554,0.7689,0.9999,0.4675,0.7824,0.6195
NN,0.9999,0.8814,0.461,0.9999,0.352,0.9999,0.0716,0.8999,0.5305,0.728,0.286,0.9999,0.437,0.9999,0.0826,0.7465,0.5095,0.9109,0.4705,0.9909,0.4005,0.9999,0.61,0.8479,0.3675,0.9604,0.3775,0.8944,0.51,0.9374,0.3645,0.9999,0.2151
NN,0.9999,0.6925,0.578,0.706,0.537,0.6325,0.6205,0.6165,0.566,0.5975,0.6265,0.6225,0.685,0.5445,0.615,0.4805,0.685,0.5255,0.6245,0.6245,0.5485,0.539,0.65,0.4875,0.6425,0.47,0.6315,0.426,0.574,0.4535,0.6555,0.4045,0.644
NN,0.9999,0.532,0.4235,0.478,0.5295,0.542,0.4875,0.4925,0.5935,0.532,0.5,0.5615,0.4505,0.5295,0.5,0.51,0.485,0.436,0.3965,0.5345,0.5075,0.5345,0.515,0.5395,0.5815,0.6405,0.4755,0.4705,0.453,0.522,0.527,0.537,0.446
NN,0.9999,0.8094,0.554,0.8534,0.4655,0.8519,0.5085,0.8714,0.501,0.8549,0.579,0.8579,0.499,0.8989,0.533,0.9184,0.417,0.8434,0.4545,0.8124,0.4935,0.8049,0.5585,0.8564,0.4525,0.8489,0.4915,0.8164,0.524,0.8944,0.4745,0.8259,0.4765
NN,0.9999,0.6265,0.6795,0.5,0.5,0.352,0.0001,0.5,0.5,0.538,0.4635,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.504,0.8404,0.4,0.6685,0.448,0.6785,0.528,0.0001,0.5,0.5,0.5315,0.0001,0.5,0.5
NN,0.9999,0.9444,0.508,0.9599,0.5065,0.9619,0.507,0.9459,0.449,0.9504,0.458,0.9649,0.495,0.9654,0.4555,0.9299,0.4745,0.9474,0.48,0.9419,0.4395,0.9444,0.4405,0.9149,0.4295,0.9324,0.441,0.9274,0.4345,0.9174,0.4375,0.9339,0.439
NN,0.9999,0.5,0.5,0.9999,0.5645,0.9419,0.49,0.5,0.5,0.9999,0.288,0.9999,0.598,0.9999,0.4735,0.9999,0.0921,0.5,0.5,0.9999,0.48,0.9999,0.4065,0.5,0.5,0.9999,0.0001,0.5,0.5,0.9999,0.559,0.9534,0.452
NN,0.9999,0.9054,0.5185,0.9254,0.4995,0.8949,0.5035,0.8979,0.4785,0.9379,0.5,0.9279,0.4665,0.9319,0.5015,0.9144,0.473,0.9049,0.4405,0.8844,0.458,0.9214,0.475,0.8849,0.4655,0.9079,0.4565,0.9129,0.448,0.9069,0.475,0.9104,0.4245
NN,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0001,0.9999,0.9999,0.7759,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.9999,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.7495,0.509,0.7155,0.452,0.7529,0.479,0.7504,0.548,0.7235,0.53,0.7789,0.4405,0.7584,0.482,0.7634,0.47,0.7764,0.495,0.743,0.483,0.7455,0.495,0.7959,0.5,0.7659,0.4835,0.7155,0.517,0.7724,0.4725,0.7949,0.457
NN,0.0001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9999,0.0001,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9999,0.75,0.9999,0.625,0.625,0.9999,0.5845,0.9559,0.4335,0.9024,0.3295,0.8039,0.281,0.6895,0.2815,0.5835,0.3165,0.5035,0.3675,0.455,0.419,0.435,0.461,0.4365,0.4895,0.449,0.505,0.465,0.511,0.4795,0.511,0.49
NN,0.9999,0.5,0.5,0.5,0.5,0.9999,0.9999,0.0001,0.0001,0.5,0.5,0.9999,0.4445,0.5,0.5,0.5,0.5,0.0001,0.9999,0.9999,0.9999,0.9999,0.0001,0.5,0.5,0.9999,0.0001,0.5,0.5,0.5,0.5,0.9999,0.9999
NN,0.9999,0.9349,0.69,0.8204,0.8459,0.6565,0.9329,0.4805,0.9534,0.289,0.8964,0.1471,0.7579,0.0951,0.6135,0.0946,0.4375,0.1626,0.3095,0.3085,0.1856,0.435,0.1461,0.578,0.1681,0.6925,0.2421,0.7629,0.3505,0.7809,0.4705,0.7574,0.583
NN,0.9999,0.5,0.5,0.5,0.5,0.5,0.5,0.0001,0.9999,0.5,0.5,0.9999,0.6865,0.44,0.44,0.5,0.5,0.0001,0.0001,0.5,0.5,0.9999,0.0001,0.5,0.5,0.9999,0.6135,0.5,0.5,0.5,0.5,0.5,0.5
NN,0.9999,0.9409,0.7175,0.7979,0.8884,0.5985,0.9724,0.3795,0.9624,0.1876,0.8564,0.0681,0.6685,0.0381,0.4735,0.1131,0.2765,0.265,0.1336,0.449,0.0891,0.632,0.1121,0.7799,0.2206,0.8604,0.378,0.8624,0.548,0.7904,0.6945,0.6735,0.7884
NN,0.9999,0.664,0.5125,0.576,0.6065,0.5745,0.8699,0.3715,0.9614,0.4485,0.597,0.1931,0.629,0.0296,0.473,0.4345,0.4285,0.3485,0.277,0.443,0.0721,0.5135,0.386,0.6395,0.4685,0.6685,0.4405,0.6385,0.443,0.5755,0.5665,0.561,0.6025
NN,0.9999,0.9169,0.6955,0.7699,0.8929,0.5615,0.9469,0.334,0.9179,0.1496,0.7979,0.0671,0.6095,0.0781,0.379,0.2016,0.1906,0.403,0.0611,0.562,0.0546,0.7554,0.1376,0.8954,0.3615,0.9149,0.5435,0.8329,0.7455,0.6875,0.8499,0.48,0.8969
NN,0.9999,0.8114,0.4825,0.7954,0.5025,0.8019,0.4625,0.8159,0.505,0.8124,0.4625,0.8349,0.536,0.8144,0.458,0.8374,0.5455,0.8354,0.5,0.7949,0.5505,0.7504,0.5155,0.8294,0.5705,0.8024,0.51,0.7569,0.5225,0.8084,0.495,0.8069,0.4545
NN,0.9999,0.8719,0.488,0.8539,0.5165,0.8609,0.5845,0.8959,0.5385,0.9069,0.7195,0.8189,0.503,0.8539,0.6085,0.9999,0.5305,0.8049,0.5255,0.8374,0.521,0.7599,0.375,0.8649,0.421,0.8084,0.5355,0.6545,0.543,0.7794,0.5375,0.8014,0.6085
NN,0.9999,0.8074,0.5945,0.8909,0.509,0.8874,0.513,0.8254,0.4485,0.8874,0.54,0.8699,0.5255,0.8614,0.529,0.8429,0.4555,0.8084,0.5815,0.8309,0.538,0.8194,0.54,0.8009,0.464,0.7939,0.544,0.7754,0.6285,0.7669,0.546,0.7529,0.5465
NN,0.9999,0.8414,0.527,0.9239,0.501,0.9214,0.5015,0.9214,0.5495,0.8789,0.5205,0.9094,0.503,0.9034,0.5035,0.9029,0.438,0.8894,0.4825,0.8819,0.5045,0.8729,0.505,0.8979,0.479,0.8539,0.5055,0.8109,0.558,0.8329,0.506,0.8219,0.506
NN,0.9999,0.75,0.5,0.6935,0.552,0.7455,0.5325,0.735,0.4805,0.6785,0.437,0.7285,0.524,0.7519,0.513,0.6785,0.598,0.711,0.574,0.711,0.487,0.661,0.4435,0.737,0.4955,0.709,0.5345,0.6935,0.5195,0.676,0.574,0.724,0.587
NN,0.9999,0.9999,0.549,0.9999,0.6255,0.9919,0.665,0.9019,0.7649,0.8749,0.8014,0.7844,0.8594,0.7764,0.8704,0.6475,0.9109,0.6055,0.8989,0.5485,0.9109,0.4915,0.8994,0.4245,0.8779,0.386,0.8459,0.3415,0.8044,0.2985,0.7724,0.286,0.7225
NN,0.9999,0.9469,0.567,0.9349,0.6575,0.8944,0.717,0.8169,0.7999,0.7699,0.8549,0.6985,0.8809,0.6215,0.8974,0.5455,0.8979,0.454,0.8814,0.399,0.8344,0.3485,0.8129,0.297,0.7524,0.269,0.704,0.2486,0.6365,0.2361,0.596,0.256,0.53
NN,0.9999,0.9729,0.5875,0.9544,0.6655,0.9254,0.75,0.8684,0.8189,0.7959,0.8689,0.7435,0.9179,0.6525,0.9534,0.59,0.9669,0.4965,0.9654,0.4055,0.9469,0.335,0.9124,0.2675,0.8824,0.2071,0.8314,0.1606,0.7629,0.1236,0.7125,0.0941,0.6305
NN,0.9999,0.9589,0.591,0.9304,0.6775,0.8644,0.7285,0.8019,0.8494,0.7519,0.8744,0.6805,0.9089,0.5785,0.9179,0.502,0.9259,0.418,0.8894,0.32,0.8809,0.2845,0.8269,0.2346,0.7694,0.1986,0.705,0.1776,0.6365,0.1716,0.5685,0.1796,0.527
NN,0.9999,0.8829,0.6055,0.8194,0.6905,0.742,0.7624,0.575,0.6115,0.569,0.7979,0.4615,0.7225,0.5,0.743,0.3625,0.71,0.2196,0.684,0.317,0.5945,0.2975,0.538,0.3075,0.484,0.3305,0.4375,0.3625,0.4015,0.4,0.377,0.4405,0.364
NN,0.9999,0.7944,0.1956,0.9269,0.7764,0.9054,0.5365,0.7829,0.581,0.664,0.621,0.7514,0.5615,0.8194,0.5995,0.8594,0.7135,0.7714,0.5695,0.8259,0.639,0.8444,0.5365,0.7594,0.6335,0.745,0.6385,0.731,0.643,0.7175,0.6465,0.704,0.6495
NN,0.9999,0.9999,0.557,0.8499,0.4395,0.9079,0.5485,0.8559,0.5055,0.7809,0.461,0.8454,0.5625,0.7929,0.52,0.7654,0.483,0.8469,0.5845,0.8634,0.536,0.6605,0.5295,0.7664,0.687,0.7455,0.59,0.576,0.662,0.7205,0.5945,0.7809,0.576
NN,0.9999,0.9239,0.534,0.9029,0.4885,0.8849,0.4835,0.8334,0.467,0.7979,0.4615,0.8364,0.471,0.8214,0.468,0.696,0.5225,0.8564,0.507,0.7799,0.46,0.7669,0.4575,0.735,0.386,0.7435,0.4545,0.7629,0.4575,0.7215,0.452,0.711,0.451
NN,0.9999,0.9999,0.54,0.9839,0.4975,0.9834,0.4965,0.9399,0.4805,0.9999,0.507,0.9809,0.493,0.9794,0.4915,0.9924,0.505,0.9559,0.456,0.9749,0.488,0.9729,0.487,0.9909,0.51,0.9689,0.485,0.9999,0.471,0.9639,0.4825,0.9609,0.4815
NN,0.9999,0.7395,0.438,0.714,0.438,0.8504,0.304,0.8659,0.536,0.6315,0.392,0.7475,0.58,0.727,0.4405,0.7115,0.531,0.75,0.3635,0.7729,0.593,0.7115,0.541,0.8529,0.598,0.7669,0.438,0.5775,0.3685,0.737,0.5205,0.727,0.2426
NN,0.9999,0.8174,0.478,0.8824,0.515,0.8069,0.68,0.8269,0.4975,0.8209,0.5415,0.8969,0.283,0.8624,0.7749,0.7979,0.5695,0.8174,0.6095,0.8164,0.373,0.8549,0.577,0.8234,0.6155,0.8439,0.5885,0.8084,0.538,0.8314,0.599,0.8454,0.6835
NN,0.9999,0.7504,0.482,0.8054,0.5065,0.7944,0.508,0.7944,0.5125,0.8334,0.498,0.8584,0.4765,0.8324,0.5045,0.7864,0.5125,0.8234,0.463,0.7844,0.571,0.7874,0.482,0.7325,0.5245,0.7829,0.504,0.738,0.482,0.7729,0.553,0.8034,0.4595
NN,0.9999,0.8574,0.497,0.8334,0.479,0.8154,0.474,0.8899,0.5405,0.8364,0.5485,0.8234,0.5795,0.8009,0.4905,0.7719,0.4775,0.7345,0.45,0.8234,0.5745,0.696,0.6085,0.7619,0.4725,0.7255,0.5,0.657,0.466,0.746,0.4465,0.652,0.474
NN,0.9999,0.8404,0.552,0.8849,0.5175,0.8259,0.5405,0.8049,0.4975,0.8949,0.5595,0.7989,0.5245,0.8124,0.548,0.8914,0.4125,0.8689,0.4455,0.743,0.505,0.8049,0.5405,0.8334,0.436,0.8189,0.4875,0.8824,0.511,0.8059,0.464,0.7569,0.4765
NN,0.9999,0.8034,0.4865,0.8354,0.5205,0.7644,0.478,0.7524,0.5185,0.8524,0.461,0.7899,0.49,0.7659,0.539,0.8204,0.5595,0.7844,0.488,0.7659,0.5035,0.8574,0.483,0.7644,0.483,0.7864,0.504,0.7929,0.4985,0.7949,0.4865,0.7509,0.534
NN,0.9999,0.7475,0.5485,0.648,0.529,0.675,0.5,0.7864,0.488,0.7914,0.512,0.6675,0.5245,0.7619,0.5025,0.7355,0.4465,0.716,0.5025,0.675,0.529,0.5945,0.6285,0.6555,0.425,0.6825,0.519,0.6965,0.5875,0.631,0.5,0.687,0.4905
NN,0.9999,0.9939,0.511,0.9654,0.6705,0.9194,0.676,0.8734,0.7445,0.8679,0.7594,0.7754,0.8009,0.7155,0.8309,0.659,0.8519,0.642,0.8444,0.5375,0.8684,0.5315,0.8564,0.4175,0.8484,0.417,0.8024,0.419,0.7789,0.3265,0.721,0.3325,0.6875
NN,0.9999,0.9894,0.579,0.9504,0.676,0.9099,0.743,0.8589,0.8244,0.7939,0.8684,0.7015,0.9159,0.6255,0.9239,0.5235,0.9274,0.439,0.8984,0.369,0.9039,0.311,0.8584,0.2451,0.7914,0.2121,0.73,0.1906,0.654,0.1711,0.5915,0.1796,0.515
NN,0.9999,0.9984,0.6085,0.9599,0.735,0.8844,0.8119,0.7664,0.8904,0.684,0.9414,0.5505,0.9164,0.466,0.9464,0.3585,0.8604,0.2815,0.8084,0.2211,0.7405,0.1751,0.6775,0.1766,0.5795,0.1666,0.5115,0.1756,0.4325,0.2271,0.3855,0.264,0.325
NN,0.9999,0.9714,0.6,0.9804,0.704,0.9024,0.7829,0.7834,0.8539,0.709,0.9159,0.5745,0.9474,0.526,0.9684,0.3765,0.9194,0.286,0.8779,0.2486,0.8129,0.1726,0.7519,0.1556,0.6545,0.1146,0.578,0.1231,0.478,0.1241,0.4105,0.1656,0.328
NN,0.9999,0.9699,0.6405,0.9024,0.7639,0.7909,0.8659,0.675,0.9024,0.554,0.9519,0.4,0.9464,0.3015,0.9109,0.2061,0.8144,0.1186,0.702,0.0936,0.5945,0.0936,0.4785,0.1236,0.3655,0.1841,0.268,0.268,0.1931,0.368,0.1461,0.4555,0.1436
NN,0.9999,0.9489,0.676,0.8364,0.8109,0.7195,0.9719,0.482,0.9024,0.386,0.8764,0.3745,0.744,0.2131,0.642,0.1661,0.553,0.263,0.469,0.0946,0.47,0.334,0.262,0.4355,0.2321,0.536,0.2406,0.6215,0.2825,0.683,0.3495,0.714,0.5665
NN,0.9999,0.6455,0.55,0.6165,0.5865,0.519,0.6715,0.56,0.6315,0.5315,0.6065,0.4765,0.564,0.4685,0.5395,0.4685,0.5205,0.473,0.507,0.479,0.4985,0.4855,0.494,0.491,0.4925,0.4955,0.4925,0.4985,0.494,0.5005,0.4955,0.5015,0.497
NN,0.9999,0.7924,0.3225,0.9999,0.6765,0.8769,0.497,0.9124,0.597,0.7509,0.362,0.8299,0.532,0.8484,0.5735,0.8619,0.2865,0.8804,0.5225,0.8344,0.6025,0.9239,0.295,0.8239,0.4765,0.7839,0.447,0.7639,0.4335,0.578,0.439,0.724,0.4485
NN,0.9999,0.9179,0.566,0.8609,0.5305,0.8289,0.5415,0.6195,0.565,0.719,0.6015,0.747,0.5635,0.7235,0.5675,0.647,0.5145,0.741,0.579,0.664,0.573,0.6475,0.573,0.632,0.5725,0.618,0.5715,0.632,0.5805,0.594,0.568,0.5835,0.566
NN,0.9999,0.9354,0.5215,0.8994,0.5915,0.9949,0.6465,0.9474,0.4585,0.9429,0.49,0.9519,0.3665,0.9469,0.6,0.9429,0.477,0.9224,0.495,0.9894,0.33,0.8949,0.3745,0.9334,0.454,0.9299,0.4855,0.8939,0.4795,0.8794,0.609,0.9409,0.546
